日期,单位净值,累计净值,涨跌幅
2025-01-06,0.9817,1.0125,-0.07
2025-01-07,0.9765,1.0073,-0.53
2025-01-08,0.9773,1.0081,0.08
2025-01-09,0.9604,0.9912,-1.73
2025-01-10,0.951,0.9818,-0.98
2025-01-13,0.9462,0.977,-0.5
2025-01-14,0.9558,0.9901,1.38
2025-01-15,0.9586,0.9929,0.29
2025-01-16,0.9672,1.0015,0.9
2025-01-17,0.9624,0.9967,-0.5
2025-01-20,0.9548,0.9891,-0.79
2025-01-21,0.946,0.9803,-0.92
2025-01-22,0.9398,0.9741,-0.66
2025-01-23,0.9529,0.9872,1.39
2025-01-24,0.9581,0.9924,0.55
2025-01-27,0.9729,1.0072,1.54
2025-02-05,0.9536,0.9879,-1.98
2025-02-06,0.9543,0.9886,0.07
2025-02-07,0.9603,0.9946,0.63
2025-02-10,0.9561,0.9904,-0.44
2025-02-11,0.9609,0.9952,0.5
2025-02-12,0.9606,0.9949,-0.03
2025-02-13,0.9577,0.9954,0.05
2025-02-14,0.9583,0.996,0.06
2025-02-17,0.9568,0.9945,-0.16
2025-02-18,0.9563,0.994,-0.05
2025-02-19,0.9509,0.9886,-0.56
2025-02-20,0.9487,0.9864,-0.23
2025-02-21,0.9412,0.9789,-0.79
2025-02-24,0.9373,0.975,-0.41
2025-02-25,0.9314,0.9691,-0.63
2025-02-26,0.9383,0.976,0.74
2025-02-27,0.9421,0.9798,0.4
2025-02-28,0.9367,0.9744,-0.57
2025-03-03,0.9372,0.9749,0.05
2025-03-04,0.9335,0.9712,-0.39
2025-03-05,0.937,0.9747,0.37
2025-03-06,0.9337,0.9714,-0.35
2025-03-07,0.9337,0.9714,0
2025-03-10,0.9349,0.9726,0.13
2025-03-11,0.9402,0.9779,0.57
2025-03-12,0.9359,0.9736,-0.46
2025-03-13,0.9467,0.9877,1.51
2025-03-14,0.9499,0.9909,0.34
2025-03-17,0.9537,0.9947,0.4
2025-03-18,0.9499,0.9909,-0.4
2025-03-19,0.9517,0.9927,0.19
2025-03-20,0.9512,0.9922,-0.05
2025-03-21,0.9499,0.9909,-0.14
2025-03-24,0.9572,0.9982,0.77
2025-03-25,0.9687,1.0097,1.2
2025-03-26,0.9686,1.0096,-0.01
2025-03-27,0.9673,1.0083,-0.13
2025-03-28,0.9608,1.0018,-0.67
2025-03-31,0.9595,1.0005,-0.14
2025-04-01,0.9651,1.0061,0.58
2025-04-02,0.9684,1.0094,0.34
2025-04-03,0.9683,1.0093,-0.01
2025-04-07,0.9064,0.9474,-6.39
2025-04-08,0.9309,0.9719,2.7
2025-04-09,0.9291,0.9701,-0.19
2025-04-10,0.9332,0.9742,0.44
2025-04-11,0.9277,0.9687,-0.59
2025-04-14,0.9393,0.9803,1.25
2025-04-15,0.9404,0.9848,0.48
2025-04-16,0.9494,0.9938,0.96
2025-04-17,0.9478,0.9922,-0.17
2025-04-18,0.9491,0.9935,0.14
2025-04-21,0.9426,0.987,-0.68
2025-04-22,0.9474,0.9918,0.51
2025-04-23,0.9431,0.9875,-0.45
2025-04-24,0.95,0.9944,0.73
2025-04-25,0.9474,0.9918,-0.27
2025-04-28,0.9499,0.9943,0.26
2025-04-29,0.9428,0.9872,-0.75
2025-04-30,0.9288,0.9732,-1.48
2025-05-06,0.9309,0.9753,0.23
2025-05-07,0.9387,0.9831,0.84
2025-05-08,0.9387,0.9831,0
2025-05-09,0.9451,0.9895,0.68
2025-05-12,0.9477,0.9921,0.28
2025-05-13,0.9543,1.002,1.04
2025-05-14,0.9654,1.0131,1.16
2025-05-15,0.9618,1.0095,-0.37
2025-05-16,0.9543,1.002,-0.78
2025-05-19,0.9567,1.0044,0.25
2025-05-20,0.9571,1.0048,0.04
2025-05-21,0.9684,1.0161,1.18
2025-05-22,0.9708,1.0185,0.25
2025-05-23,0.9629,1.0106,-0.81
2025-05-26,0.9569,1.0046,-0.62
2025-05-27,0.9527,1.0004,-0.44
2025-05-28,0.9552,1.0029,0.26
2025-05-29,0.9562,1.0039,0.1
2025-05-30,0.9591,1.0068,0.3
2025-06-03,0.9637,1.0114,0.48
2025-06-04,0.9675,1.0152,0.39
2025-06-05,0.9596,1.0073,-0.82
2025-06-06,0.961,1.0087,0.15
2025-06-09,0.9623,1.01,0.14
2025-06-10,0.9641,1.0118,0.19
2025-06-11,0.9665,1.0142,0.25
2025-06-12,0.9657,1.0134,-0.08
2025-06-13,0.9602,1.0113,-0.22
2025-06-16,0.9635,1.0146,0.34
2025-06-17,0.9647,1.0158,0.12
2025-06-18,0.9662,1.0173,0.16
2025-06-19,0.9616,1.0127,-0.48
2025-06-20,0.9659,1.017,0.45
2025-06-23,0.9728,1.0239,0.71
2025-06-24,0.9731,1.0242,0.03
2025-06-25,0.9768,1.0279,0.38
2025-06-26,0.9787,1.0298,0.19
2025-06-27,0.9697,1.0208,-0.92
2025-06-30,0.9694,1.0205,-0.03
2025-07-01,0.9769,1.028,0.77
2025-07-02,0.9872,1.0383,1.05
2025-07-03,0.9856,1.0367,-0.16
2025-07-04,0.9932,1.0443,0.77
2025-07-07,0.9944,1.0455,0.12
2025-07-08,0.9916,1.0427,-0.28
2025-07-09,0.9958,1.0469,0.42
2025-07-10,1.005,1.0561,0.92
2025-07-11,0.9975,1.0486,-0.75
2025-07-14,1.0044,1.0555,0.69
2025-07-15,0.9894,1.044,-1.14
2025-07-16,0.9844,1.039,-0.51
2025-07-17,0.9811,1.0357,-0.34
2025-07-18,0.9873,1.0419,0.63
2025-07-21,0.9967,1.0513,0.95
2025-07-22,1.0185,1.0731,2.19
2025-07-23,1.0182,1.0728,-0.03
2025-07-24,1.0226,1.0772,0.43
2025-07-25,1.0168,1.0714,-0.57
2025-07-28,1.0026,1.0572,-1.4
2025-07-29,1.0019,1.0565,-0.07
2025-07-30,1.0059,1.0605,0.4
2025-07-31,0.9879,1.0425,-1.79
2025-08-01,0.9854,1.04,-0.25
2025-08-04,0.9898,1.0444,0.45
2025-08-05,1.0018,1.0564,1.21
2025-08-06,1.0082,1.0628,0.64
2025-08-07,1.0102,1.0648,0.2
2025-08-08,1.0099,1.0645,-0.03
2025-08-11,1.0018,1.0564,-0.8
2025-08-12,1.0079,1.0625,0.61
2025-08-13,0.9962,1.0542,-0.82
2025-08-14,0.99,1.048,-0.62
2025-08-15,0.9889,1.0469,-0.11
2025-08-18,0.9859,1.0439,-0.3
2025-08-19,0.9854,1.0434,-0.05
2025-08-20,0.9928,1.0508,0.75
2025-08-21,0.9992,1.0572,0.64
2025-08-22,0.9964,1.0544,-0.28
2025-08-25,1.0056,1.0636,0.92
2025-08-26,0.9999,1.0579,-0.57
2025-08-27,0.9796,1.0376,-2.03
2025-08-28,0.98,1.038,0.04
2025-08-29,0.9708,1.0288,-0.94
2025-09-01,0.9666,1.0246,-0.43
2025-09-02,0.9736,1.0316,0.72
2025-09-03,0.9639,1.0219,-1
2025-09-04,0.9675,1.0255,0.37
2025-09-05,0.9654,1.0234,-0.22
2025-09-08,0.9669,1.0249,0.16
2025-09-09,0.9692,1.0272,0.24
2025-09-10,0.965,1.023,-0.43
2025-09-11,0.9686,1.0266,0.37
2025-09-12,0.9653,1.0233,-0.34
2025-09-15,0.9603,1.0212,-0.22
2025-09-16,0.9594,1.0203,-0.09
2025-09-17,0.9652,1.0261,0.6
2025-09-18,0.9463,1.0072,-1.96
2025-09-19,0.9548,1.0157,0.9
2025-09-22,0.9477,1.0086,-0.74
2025-09-23,0.9549,1.0158,0.76
2025-09-24,0.9546,1.0155,-0.03
2025-09-25,0.9478,1.0087,-0.71
2025-09-26,0.9495,1.0104,0.18
2025-09-29,0.9477,1.0086,-0.19
2025-09-30,0.9453,1.0062,-0.25
2025-10-09,0.9521,1.013,0.72
2025-10-10,0.9635,1.0244,1.2
2025-10-13,0.9643,1.0252,0.08
2025-10-14,0.9842,1.048,2.36
2025-10-15,0.9857,1.0495,0.15
2025-10-16,1.0003,1.0641,1.48
2025-10-17,0.9966,1.0604,-0.37
2025-10-20,1.01,1.0738,1.34
2025-10-21,1.0055,1.0693,-0.45
2025-10-22,1.0054,1.0692,-0.01
2025-10-23,1.0132,1.077,0.78
2025-10-24,1.0076,1.0714,-0.55
2025-10-27,1.0135,1.0773,0.59
2025-10-28,1.0101,1.0739,-0.34
2025-10-29,1.006,1.0698,-0.41
2025-10-30,1.0014,1.0652,-0.46
2025-10-31,1.0002,1.064,-0.12
2025-11-03,1.0161,1.0799,1.59
2025-11-04,1.023,1.0868,0.68
2025-11-05,1.0269,1.0907,0.38
2025-11-06,1.03,1.0938,0.3
2025-11-07,1.0286,1.0924,-0.14
2025-11-10,1.0359,1.0997,0.71
2025-11-11,1.0309,1.0947,-0.48
2025-11-12,1.0355,1.0993,0.45
2025-11-13,1.0351,1.1019,0.25
2025-11-14,1.0288,1.0956,-0.61
2025-11-17,1.0261,1.0929,-0.26
2025-11-18,1.0088,1.0756,-1.69
2025-11-19,1.0148,1.0816,0.59
2025-11-20,1.012,1.0788,-0.28
2025-11-21,0.9985,1.0653,-1.33
2025-11-24,0.9891,1.0559,-0.94
2025-11-25,0.9929,1.0597,0.38
2025-11-26,0.9873,1.0541,-0.56
2025-11-27,0.9902,1.057,0.29
2025-11-28,0.9889,1.0557,-0.13
2025-12-01,0.9933,1.0601,0.44
2025-12-02,0.9938,1.0606,0.05
2025-12-03,0.9916,1.0584,-0.22
2025-12-04,0.9884,1.0552,-0.32
2025-12-05,0.9838,1.0506,-0.47
2025-12-08,0.9789,1.0457,-0.5
2025-12-09,0.9718,1.0386,-0.73
2025-12-10,0.9687,1.0355,-0.32
2025-12-11,0.9628,1.0296,-0.61
2025-12-12,0.9567,1.0235,-0.63
2025-12-15,0.9606,1.0304,0.72
2025-12-16,0.9507,1.0205,-1.03
2025-12-17,0.9511,1.0209,0.04
2025-12-18,0.9628,1.0326,1.23
2025-12-19,0.9621,1.0319,-0.07
2025-12-22,0.9585,1.0283,-0.37
2025-12-23,0.9583,1.0281,-0.02
2025-12-24,0.9601,1.0299,0.19
2025-12-25,0.9628,1.0326,0.28
2025-12-26,0.968,1.0378,0.54
2025-12-29,0.9665,1.0363,-0.15
2025-12-30,0.9621,1.0319,-0.46
2025-12-31,0.9595,1.0293,-0.27
2026-01-05,0.9598,1.0296,0.03
2026-01-06,0.9699,1.0397,1.05
2026-01-07,0.9784,1.0482,0.88
2026-01-08,0.977,1.0468,-0.14
2026-01-09,0.9803,1.0501,0.34
2026-01-12,0.9806,1.0504,0.03
2026-01-13,0.9736,1.0463,-0.42
2026-01-14,0.9653,1.038,-0.85
2026-01-15,0.9602,1.0329,-0.53
2026-01-16,0.9497,1.0224,-1.09
2026-01-19,0.952,1.0247,0.24
2026-01-20,0.962,1.0347,1.05
2026-01-21,0.9541,1.0268,-0.82
2026-01-22,0.9626,1.0353,0.89
2026-01-23,0.9599,1.0326,-0.28
2026-01-26,0.9702,1.0429,1.07
2026-01-27,0.9583,1.031,-1.23
2026-01-28,0.9777,1.0504,2.02
2026-01-29,0.9921,1.0648,1.47
2026-01-30,0.9863,1.059,-0.58
2026-02-02,0.9519,1.0246,-3.49
2026-02-03,0.9542,1.0269,0.24
2026-02-04,0.9936,1.0663,4.13
2026-02-05,0.9848,1.0575,-0.89
2026-02-06,0.9811,1.0538,-0.38
2026-02-09,0.9844,1.06,0.63
2026-02-10,0.9907,1.0663,0.64
2026-02-11,0.9977,1.0733,0.71
2026-02-12,0.9967,1.0723,-0.1
2026-02-13,0.9844,1.06,-1.23
2026-02-24,0.9999,1.0755,1.57
2026-02-25,1.0002,1.0758,0.03
2026-02-26,0.9976,1.0732,-0.26
2026-02-27,1.0107,1.0863,1.31
2026-03-02,1.0347,1.1103,2.37
2026-03-03,1.0543,1.1299,1.89
2026-03-04,1.035,1.1106,-1.83
2026-03-05,1.032,1.1076,-0.29
2026-03-06,1.0265,1.1021,-0.53
2026-03-09,1.0347,1.1103,0.8
2026-03-10,1.02,1.0956,-1.42
2026-03-11,1.0356,1.1112,1.53
2026-03-12,1.0581,1.1337,2.17
2026-03-13,1.0509,1.1297,-0.38
2026-03-16,1.0389,1.1177,-1.14
2026-03-17,1.0306,1.1094,-0.8
2026-03-18,1.0247,1.1035,-0.57
2026-03-19,1.0259,1.1047,0.12
2026-03-20,1.0248,1.1036,-0.11
2026-03-23,1.0102,1.089,-1.42
2026-03-24,1.0193,1.0981,0.9
