日期,单位净值,累计净值,涨跌幅
2025-11-28,1.1392,1.1542,0.51
2025-12-01,1.1496,1.1646,0.91
2025-12-02,1.1388,1.1538,-0.94
2025-12-03,1.1419,1.1569,0.27
2025-12-04,1.1394,1.1544,-0.22
2025-12-05,1.157,1.172,1.54
2025-12-08,1.1506,1.1656,-0.55
2025-12-09,1.1342,1.1492,-1.43
2025-12-10,1.1413,1.1563,0.63
2025-12-11,1.1413,1.1563,0
2025-12-12,1.1515,1.1665,0.89
2025-12-15,1.1531,1.1711,0.4
2025-12-16,1.1392,1.1572,-1.21
2025-12-17,1.1606,1.1786,1.88
2025-12-18,1.1634,1.1814,0.24
2025-12-19,1.1701,1.1881,0.58
2025-12-22,1.1713,1.1893,0.1
2025-12-23,1.1778,1.1958,0.55
2025-12-24,1.1745,1.1925,-0.28
2025-12-25,1.1784,1.1964,0.33
2025-12-26,1.1859,1.2039,0.64
2025-12-29,1.1774,1.1954,-0.72
2025-12-30,1.1872,1.2052,0.83
2025-12-31,1.1865,1.2045,-0.06
2026-01-05,1.2146,1.2326,2.37
2026-01-06,1.2339,1.2519,1.59
2026-01-07,1.2323,1.2503,-0.13
2026-01-08,1.2224,1.2404,-0.8
2026-01-09,1.2384,1.2564,1.31
2026-01-12,1.2449,1.2629,0.52
2026-01-13,1.2501,1.2681,0.42
2026-01-14,1.2477,1.2657,-0.19
2026-01-15,1.2544,1.2724,0.54
2026-01-16,1.2412,1.2592,-1.05
2026-01-19,1.2548,1.2758,1.34
2026-01-20,1.2639,1.2849,0.73
2026-01-21,1.2729,1.2939,0.71
2026-01-22,1.2705,1.2915,-0.19
2026-01-23,1.2712,1.2922,0.06
2026-01-26,1.2935,1.3145,1.75
2026-01-27,1.2822,1.3032,-0.87
2026-01-28,1.3068,1.3278,1.92
2026-01-29,1.3252,1.3462,1.41
2026-01-30,1.2891,1.3101,-2.72
2026-02-02,1.2445,1.2655,-3.46
2026-02-03,1.2643,1.2853,1.59
2026-02-04,1.2813,1.3023,1.34
2026-02-05,1.2728,1.2938,-0.66
2026-02-06,1.2702,1.2912,-0.2
2026-02-09,1.2779,1.2989,0.61
2026-02-10,1.2787,1.2997,0.06
2026-02-11,1.2888,1.3098,0.79
2026-02-12,1.2842,1.3052,-0.36
2026-02-13,1.2605,1.2815,-1.85
2026-02-24,1.2729,1.2969,1.22
2026-02-25,1.2851,1.3091,0.96
2026-02-26,1.2754,1.2994,-0.75
2026-02-27,1.2824,1.3064,0.55
2026-03-02,1.2984,1.3224,1.25
2026-03-03,1.2731,1.2971,-1.95
2026-03-04,1.2638,1.2878,-0.73
2026-03-05,1.265,1.289,0.09
2026-03-06,1.2659,1.2899,0.07
2026-03-09,1.2651,1.2891,-0.06
2026-03-10,1.2709,1.2949,0.46
2026-03-11,1.285,1.309,1.11
2026-03-12,1.2894,1.3134,0.34
2026-03-13,1.2817,1.3057,-0.6
2026-03-16,1.2695,1.2965,-0.72
2026-03-17,1.2638,1.2908,-0.45
2026-03-18,1.2615,1.2885,-0.18
2026-03-19,1.2346,1.2616,-2.13
2026-03-20,1.2264,1.2534,-0.66
2026-03-23,1.1775,1.2045,-3.99
2026-03-24,1.1921,1.2191,1.24
2026-03-25,1.202,1.229,0.84
